learning_time,query_time,n_nodes,n_edges,avg_degree,max_edge_len,success,path_length
8.5849128,0.3240723999999986,800,3072.0,7.603960396039604,0.7,1,6.998579869363696
7.189223799999999,0.4099156999999991,800,3062.0,7.579207920792079,0.7,1,7.053356503771458
8.785400000000003,0.35998820000000364,800,3095.0,7.660891089108911,0.7,1,6.97772096064268
8.835983899999995,0.35621559999999874,800,3107.0,7.6905940594059405,0.7,1,7.32120652658015
7.4975266999999945,0.33252840000000106,800,2974.0,7.361386138613861,0.7,1,6.688959897935273
7.1338315999999935,0.3469709000000023,800,3133.0,7.7549504950495045,0.7,1,7.964590995320483
8.470050299999997,0.508250799999999,800,2977.0,7.368811881188119,0.7,1,7.119391848152431
9.230176099999994,0.3116411000000028,800,3061.0,7.576732673267327,0.7,1,6.53220780079392
8.760822699999991,0.29939129999999636,800,3057.0,7.566831683168317,0.7,1,6.594019904353776
7.65119390000001,0.81587549999999,800,3007.0,7.443069306930693,0.7,1,7.50715922810152
