learning_time,query_time,n_nodes,n_edges,avg_degree,max_edge_len,success,path_length
6.509898100000001,6.394046199999998,600,2122.0,7.073333333333333,0.7,0,0.0
7.4541729,3.7510486000000007,600,2195.0,7.316666666666666,0.7,1,8.453597524390425
7.236083500000003,5.811290800000002,600,2147.0,7.156666666666666,0.7,0,0.0
12.278412800000005,2.9903170000000046,600,2243.0,7.476666666666667,0.7,0,0.0
6.224698500000002,6.530894700000005,600,2166.0,7.22,0.7,0,0.0
9.8122544,3.484597699999995,600,2167.0,7.223333333333334,0.7,1,9.863484589453128
6.720207599999995,4.462859699999996,600,2086.0,6.953333333333333,0.7,0,0.0
9.235256199999995,5.418079199999994,600,2186.0,7.286666666666667,0.7,0,0.0
6.863010000000003,3.7258244999999874,600,2077.0,6.923333333333333,0.7,1,11.873972819898787
8.621218399999975,5.842314799999997,600,2087.0,6.956666666666667,0.7,0,0.0
