learning_time,query_time,n_nodes,n_edges,avg_degree,max_edge_len,success,path_length
6.6380845,1.1314093000000014,800,3130.0,7.825,0.7,1,8.663459981251743
8.322662,3.819997400000002,800,3016.0,7.54,0.7,1,11.147842851865935
8.080357600000003,1.8375651000000062,800,3052.0,7.63,0.7,1,9.991982162208513
7.5341728,0.2555878000000007,800,2877.0,7.1925,0.7,0,0.0
9.493049800000001,2.469568299999999,800,3032.0,7.58,0.7,1,12.552004071413169
8.744322399999994,3.166252700000001,800,2965.0,7.4125,0.7,1,12.137895690954393
9.135830200000001,2.788577399999994,800,2931.0,7.3275,0.7,1,11.350412796542399
7.644750699999989,6.330853499999989,800,2888.0,7.22,0.7,0,0.0
9.365425400000007,2.4070785999999913,800,2933.0,7.3325,0.7,1,9.660505632507926
8.099133000000023,2.427182099999982,800,2900.0,7.25,0.7,1,12.66768857023393
