learning_time,query_time,n_nodes,n_edges,avg_degree,max_edge_len,success,path_length
17.344285199999998,5.521410200000002,1800,6938.0,7.632563256325633,0.7,1,16.45329688117553
19.1961996,102.01108829999998,1800,6971.0,7.668866886688669,0.7,1,18.917502541278896
20.4189432,42.1337666,1800,7043.0,7.748074807480748,0.7,1,14.312472065730677
19.888675200000023,3.2357676999999967,1800,6919.0,7.611661166116612,0.7,1,14.214000289886592
19.465157300000016,3.596763199999998,1800,7007.0,7.708470847084708,0.7,1,15.319254879540802
20.830392399999994,42.29235240000003,1800,6953.0,7.649064906490649,0.7,1,14.971332024866221
19.64472269999999,326.69675759999996,1800,6839.0,7.523652365236524,0.7,1,17.98918904826122
19.76299229999995,8.127449100000035,1800,7160.0,7.876787678767877,0.7,1,13.816870389374907
20.46821010000008,9.238595700000019,1800,7015.0,7.717271727172717,0.7,0,0.0
19.293723699999987,81.57807009999999,1800,6893.0,7.583058305830583,0.7,1,16.78016177900077
