learning_time,query_time,n_nodes,n_edges,avg_degree,max_edge_len,success,path_length
3.0805160999999996,5.3105087,400,1453.0,7.193069306930693,0.7,1,5.355303450986047
3.0747005000000023,0.7810010999999975,400,1459.0,7.2227722772277225,0.7,1,4.481299179607426
3.198253700000002,2.661322999999996,400,1482.0,7.336633663366337,0.7,1,5.904403329143649
5.2591415999999995,1.8087467000000004,400,1537.0,7.608910891089109,0.7,1,4.745616431778385
3.1837711000000013,3.2630556000000013,400,1507.0,7.46039603960396,0.7,1,6.0315804206729275
4.009310500000005,0.8296332000000035,400,1484.0,7.346534653465347,0.7,1,4.779186507945274
3.9156804999999935,22.054358899999997,400,1529.0,7.569306930693069,0.7,1,4.6133900136042305
4.1641507000000075,0.7238388999999898,400,1568.0,7.762376237623762,0.7,1,4.837551347611779
3.601594800000001,2.4447978999999975,400,1469.0,7.272277227722772,0.7,1,4.822708879336281
5.453799900000007,0.7201219000000094,400,1591.0,7.876237623762377,0.7,1,5.819795793904324
