learning_time,query_time,n_nodes,n_edges,avg_degree,max_edge_len,success,path_length
15.971908399999998,7.668223400000002,1000,4421.0,8.842,0.7,1,10.932516672181606
13.831790999999999,2.622749199999994,1000,4371.0,8.742,0.7,1,10.494000949061963
16.640808899999996,8.910922099999993,1000,4374.0,8.748,0.7,0,0.0
16.389551799999992,8.168335099999993,1000,4376.0,8.752,0.7,1,14.04239180101757
13.548626499999997,4.189197300000018,1000,4345.0,8.69,0.7,1,11.082994921896328
16.143778800000007,7.884645500000005,1000,4305.0,8.61,0.7,1,13.067640026473619
21.160163899999986,3.758010299999995,1000,4353.0,8.706,0.7,1,10.891433889276419
14.306405100000006,8.163843900000018,1000,4238.0,8.476,0.7,1,11.395680591868924
14.960950300000007,11.586598500000008,1000,4483.0,8.966,0.7,1,12.17541909042195
20.407051399999972,2.8964785000000006,1000,4441.0,8.882,0.7,1,11.481742141639746
