learning_time,query_time,n_nodes,n_edges,avg_degree,max_edge_len,success,path_length
1.4956118,1.4309113999999994,200,715.0,7.009803921568627,1,1,5.04205521147138
1.4369024999999986,0.812934600000002,200,720.0,7.0588235294117645,1,1,6.135455231133815
1.4099518999999994,0.7369097999999994,200,708.0,6.9411764705882355,1,1,4.323451158451155
1.6843909000000004,5.286055700000002,200,795.0,7.794117647058823,1,1,4.555110512481093
2.016545199999996,5.852702600000001,200,704.0,6.901960784313726,1,1,6.409530553887505
2.655391800000004,0.9282329999999988,200,722.0,7.078431372549019,1,0,0.0
1.7777479000000014,1.5800344000000024,200,710.0,6.96078431372549,1,1,6.831677156105808
1.4451666999999944,3.8928531000000035,200,693.0,6.794117647058823,1,1,4.633995247011908
1.6845010999999985,3.309117200000003,200,650.0,6.372549019607843,1,1,5.206924024315898
2.377629799999994,0.7258834999999948,200,721.0,7.068627450980392,1,1,4.962771207387124
