learning_time,query_time,n_nodes,n_edges,avg_degree,max_edge_len,success,path_length
22.760662599999996,22.716241299999997,2298,7704.0,6.704960835509138,0.1,1,1.4848212149266906
22.9548979,18.19882109999999,2298,7704.0,6.704960835509138,0.1,1,1.4848212149266906
23.7750365,22.250953800000005,2298,7704.0,6.704960835509138,0.1,1,1.4848212149266906
25.89369769999999,18.889806099999987,2298,7704.0,6.704960835509138,0.1,1,1.4848212149266906
21.264315499999952,19.248912199999978,2298,7704.0,6.704960835509138,0.1,1,1.4848212149266906
24.425556700000016,19.464211399999982,2298,7704.0,6.704960835509138,0.1,1,1.4848212149266906
22.178919000000008,19.483132899999987,2298,7704.0,6.704960835509138,0.1,1,1.4848212149266906
24.962815900000066,21.326769400000046,2298,7704.0,6.704960835509138,0.1,1,1.4848212149266906
24.571577599999898,25.899429199999986,2298,7704.0,6.704960835509138,0.1,1,1.4848212149266906
24.69333350000005,22.844656499999985,2298,7704.0,6.704960835509138,0.1,1,1.4848212149266906
