learning_time,query_time,n_nodes,n_edges,avg_degree,max_edge_len,success,path_length
32.297389200000005,30.029619099999998,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354
35.1763411,25.99247360000001,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354
33.811151300000006,26.745799600000026,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354
37.8159153,27.41982500000003,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354
32.5312469000001,28.16320790000003,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354
35.80564339999995,26.157893900000033,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354
37.14156390000005,28.784185599999944,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354
39.235374999999976,27.131689299999948,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354
33.41326140000001,27.369674499999974,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354
33.95034599999997,26.598498300000074,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354
