learning_time,query_time,n_nodes,n_edges,avg_degree,max_edge_len,success,path_length,n_ct_nodes
32.2117073,50.2647264,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354,17
29.284608700000007,49.480512800000014,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354,17
42.839595599999996,72.16589979999998,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354,17
46.22740649999997,70.99608699999999,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354,17
47.05691390000004,78.74326509999997,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354,17
54.37186799999995,65.87653609999995,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354,17
35.547148600000014,54.74479510000003,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354,17
30.910258999999996,51.142006400000014,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354,17
29.323285000000055,48.500966800000015,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354,17
31.544309200000043,49.91018389999999,3830,12840.0,6.704960835509138,0.1,1,1.9333063724703354,17
