learning_time,query_time,n_nodes,n_edges,avg_degree,max_edge_len,success,path_length,n_ct_nodes
77.2924403,9.236841300000009,276,941.0,6.818840579710145,0.1,1,0.023436318265812703,1
68.77883710000002,7.994203700000014,276,943.0,6.833333333333333,0.1,1,0.021233432956112873,1
75.2229044,8.222747499999997,276,943.0,6.833333333333333,0.1,1,0.007069715311918563,1
75.89943449999998,7.549619099999973,276,954.0,6.913043478260869,0.1,1,0.026158640919541967,1
74.30468929999995,7.07125910000002,276,940.0,6.811594202898551,0.1,1,0.022031344492433515,1
70.81133540000002,7.879972599999974,276,949.0,6.8768115942028984,0.1,1,0.020884323769309487,1
87.76858049999998,7.4685068,276,939.0,6.804347826086956,0.1,1,0.013767548452911572,1
74.20015769999998,7.102856699999961,276,940.0,6.811594202898551,0.1,1,0.017009234342375258,1
87.24773559999994,7.674583699999971,276,946.0,6.855072463768116,0.1,1,0.016080105099029674,1
92.30751559999999,8.95106910000004,276,949.0,6.8768115942028984,0.1,1,0.028482209818807773,1
