learning_time,query_time,n_nodes,n_edges,avg_degree,max_edge_len,success,path_length
51.493298700000004,44.646977299999996,345,1147.0,6.649275362318841,0.1,1,0.019911229958811463
88.04029980000001,46.0650718,345,1137.0,6.591304347826087,0.1,1,0.02543402473345675
88.0222245,45.856823899999995,345,1157.0,6.707246376811594,0.1,1,0.013043178477977705
83.02595869999999,41.03367610000004,345,1146.0,6.643478260869565,0.1,1,0.014824131907287688
94.7759747,169.6698884,345,1155.0,6.695652173913044,0.1,0,0.0
83.98346929999991,49.89746760000003,345,1139.0,6.602898550724638,0.1,1,0.0102118079512884
81.36999289999994,47.77585250000004,345,1143.0,6.626086956521739,0.1,1,0.024830707182033465
80.75848709999991,42.03035439999985,345,1144.0,6.631884057971014,0.1,1,0.019785264590039278
83.7177345,57.868640599999935,345,1140.0,6.608695652173913,0.1,1,0.03337820428208453
94.80013400000007,51.83892540000011,345,1136.0,6.585507246376811,0.1,1,0.02910755553350507
