learning_time,query_time,n_nodes,n_edges,avg_degree,max_edge_len,success,path_length
71.1965128,28.4031947,276,913.0,6.615942028985507,0.1,1,0.008807746740096642
73.0022743,32.6687249,276,916.0,6.63768115942029,0.1,1,0.014321898557265705
72.76836720000003,41.67952100000002,276,917.0,6.644927536231884,0.1,1,0.018909278920646106
67.87830099999996,36.977559299999996,276,912.0,6.608695652173913,0.1,1,0.022062132944425838
77.03959800000001,38.5514503,276,895.0,6.4855072463768115,0.1,1,0.020659005197084853
73.44836099999998,31.239262000000053,276,919.0,6.659420289855072,0.1,1,0.009742001997617886
81.45130159999997,47.490293600000086,276,905.0,6.557971014492754,0.1,1,0.020439399175933817
71.85926979999999,36.14350000000002,276,939.0,6.804347826086956,0.1,1,0.009652750330414756
69.24645199999998,36.03997720000007,276,917.0,6.644927536231884,0.1,1,0.03576025985510938
71.0804432000001,37.11384339999995,276,909.0,6.586956521739131,0.1,1,0.008605326161234987
