learning_time,query_time,n_nodes,n_edges,avg_degree,max_edge_len,success,path_length,n_ct_nodes
20.63219,1.565544899999999,138,478.0,6.927536231884058,0.1,1,0.0058646302421401985,1
29.339253499999998,4.1734539999999996,138,468.0,6.782608695652174,0.1,1,0.013867137775384623,1
39.61037939999999,2.953753199999994,138,491.0,7.115942028985507,0.1,1,0.006650152420077507,1
37.529069199999995,3.3543315999999948,138,469.0,6.797101449275362,0.1,1,0.016731386452156962,1
37.55084249999999,3.474403799999976,138,477.0,6.913043478260869,0.1,1,0.00816983681773093,1
39.59292829999998,2.435875600000003,138,477.0,6.913043478260869,0.1,1,0.019708477491694083,1
40.31121490000001,4.637435600000003,138,470.0,6.811594202898551,0.1,0,0.0,3
43.04527250000001,3.0102877999999578,138,484.0,7.0144927536231885,0.1,1,0.022011437193540345,1
37.71233070000005,4.411595199999965,138,487.0,7.057971014492754,0.1,1,0.008157243948539991,1
44.01501880000001,3.4624350999999933,138,468.0,6.782608695652174,0.1,1,0.01870088315876311,1
