learning_time,query_time,n_nodes,n_edges,avg_degree,max_edge_len,success,path_length,n_ct_nodes
51.4347739,8.8864679,207,710.0,6.859903381642512,0.1,0,0.0,3
69.10397179999998,8.379833500000018,207,726.0,7.0144927536231885,0.1,0,0.0,3
63.28514149999998,5.9974705999999856,207,693.0,6.695652173913044,0.1,1,0.0108937718235276,1
60.048998400000016,7.521405300000026,207,721.0,6.966183574879227,0.1,0,0.0,3
54.62808260000003,4.842207900000005,207,712.0,6.879227053140097,0.1,1,0.009006722881510033,1
54.09066869999998,5.5119416,207,709.0,6.85024154589372,0.1,1,0.010378508532047272,1
55.76270920000002,4.699243899999999,207,715.0,6.908212560386473,0.1,1,0.013361792227336829,1
50.836768000000006,7.134728699999982,207,730.0,7.053140096618358,0.1,1,0.010997271215087064,1
58.24939690000008,5.7239571999999725,207,707.0,6.830917874396135,0.1,0,0.0,3
54.697465700000066,4.591786300000081,207,734.0,7.091787439613527,0.1,1,0.009650164191016832,1
