-2.550000000000001155e-01,1.449999999999997957e-01,-3.599999999999999867e-01
-1.550000000000001377e-01,-2.550000000000001155e-01,-3.599999999999999867e-01
-1.550000000000001377e-01,2.449999999999996625e-01,-3.599999999999999867e-01
-1.550000000000001377e-01,4.449999999999998401e-01,-3.599999999999999867e-01
4.499999999999981792e-02,-1.550000000000001377e-01,-3.599999999999999867e-01
4.499999999999981792e-02,1.449999999999997957e-01,-3.599999999999999867e-01
2.449999999999996625e-01,4.449999999999998401e-01,-3.599999999999999867e-01
3.449999999999997513e-01,-3.550000000000000933e-01,-3.599999999999999867e-01
3.449999999999997513e-01,3.449999999999997513e-01,-3.599999999999999867e-01
1.449999999999997957e-01,2.449999999999996625e-01,-2.600000000000000089e-01
3.449999999999997513e-01,-2.550000000000001155e-01,-2.600000000000000089e-01
-6.550000000000000266e-01,2.449999999999996625e-01,-1.600000000000000311e-01
-5.550000000000000488e-01,3.449999999999997513e-01,-1.600000000000000311e-01
-4.550000000000000711e-01,4.449999999999998401e-01,-1.600000000000000311e-01
-3.550000000000000933e-01,-5.550000000000000488e-01,-1.600000000000000311e-01
-2.550000000000001155e-01,5.449999999999997069e-01,-1.600000000000000311e-01
-1.550000000000001377e-01,-6.550000000000000266e-01,-1.600000000000000311e-01
-1.550000000000001377e-01,6.449999999999995737e-01,-1.600000000000000311e-01
-5.500000000000015987e-02,-6.550000000000000266e-01,-1.600000000000000311e-01
-5.500000000000015987e-02,6.449999999999995737e-01,-1.600000000000000311e-01
1.449999999999997957e-01,-6.550000000000000266e-01,-1.600000000000000311e-01
1.449999999999997957e-01,6.449999999999995737e-01,-1.600000000000000311e-01
3.449999999999997513e-01,-5.550000000000000488e-01,-1.600000000000000311e-01
4.449999999999998401e-01,4.449999999999998401e-01,-1.600000000000000311e-01
5.449999999999997069e-01,3.449999999999997513e-01,-1.600000000000000311e-01
6.449999999999995737e-01,-1.550000000000001377e-01,-1.600000000000000311e-01
6.449999999999995737e-01,1.449999999999997957e-01,-1.600000000000000311e-01
6.449999999999995737e-01,2.449999999999996625e-01,-1.600000000000000311e-01
-5.550000000000000488e-01,-1.550000000000001377e-01,-6.000000000000005329e-02
