0,36
0,48
0,12
0,18
0,24
1,46
1,33
1,37
1,6
1,42
2,34
2,20
2,38
2,22
2,16
3,45
3,21
3,27
3,39
3,9
4,40
4,28
4,24
4,16
4,34
5,41
5,29
5,25
5,17
5,35
6,42
6,30
6,33
6,10
6,1
7,43
7,31
7,11
7,19
7,29
8,32
8,44
8,20
8,2
8,26
9,30
9,45
9,21
9,3
9,33
10,28
10,42
10,46
10,6
10,22
11,29
11,43
11,47
11,7
11,23
12,36
12,18
12,48
12,24
12,42
13,37
13,19
13,49
13,25
13,43
14,38
14,41
14,17
14,26
14,5
15,39
15,31
15,19
15,3
15,27
16,40
16,4
16,20
16,32
16,2
17,41
17,14
17,5
17,26
17,35
18,12
18,36
18,6
18,30
18,42
19,13
19,37
19,7
19,31
19,43
20,2
20,32
20,8
20,16
20,44
21,45
21,3
21,33
21,9
21,30
22,46
22,49
22,34
22,10
22,38
23,47
23,35
23,11
23,29
23,43
24,48
24,28
24,4
24,12
24,40
25,49
25,29
25,5
25,13
25,41
26,44
26,14
26,17
26,38
26,41
27,3
27,39
27,45
27,21
27,15
28,10
28,42
28,24
28,4
28,6
29,11
29,43
29,25
29,5
29,7
30,33
30,9
30,6
30,18
30,21
31,7
31,19
31,15
31,43
31,13
32,8
32,20
32,16
32,44
32,2
33,1
33,30
33,6
33,21
33,42
34,2
34,22
34,4
34,38
34,40
35,23
35,5
35,41
35,11
35,29
36,12
36,18
36,0
36,48
36,24
37,13
37,19
37,1
37,49
37,46
38,14
38,2
38,34
38,22
38,41
39,15
39,3
39,27
39,45
39,21
40,4
40,16
40,24
40,34
40,28
41,5
41,17
41,14
41,25
41,35
42,6
42,10
42,28
42,1
42,12
43,7
43,11
43,29
43,13
43,47
44,26
44,8
44,20
44,32
44,14
45,3
45,21
45,9
45,27
45,39
46,1
46,22
46,49
46,10
46,37
47,23
47,11
47,43
47,7
47,35
48,24
48,12
48,36
48,0
48,28
49,25
49,22
49,46
49,13
49,37
