0,1
0,7
1,2
1,0
1,8
2,3
2,1
2,9
3,2
3,10
3,4
4,3
4,11
4,5
5,4
5,12
5,6
6,5
6,13
7,0
7,8
7,14
8,1
8,9
8,7
8,15
9,2
9,10
9,8
9,16
10,3
10,9
10,17
10,11
11,10
11,18
11,4
11,12
12,11
12,19
12,5
12,13
13,12
13,20
13,6
14,7
14,15
14,21
15,8
15,16
15,14
15,22
16,9
16,15
16,23
16,17
17,10
17,16
17,18
17,24
18,17
18,11
18,19
18,25
19,18
19,26
19,12
19,20
20,19
20,27
20,13
21,14
21,28
21,22
22,15
22,23
22,21
22,29
23,16
23,22
23,30
23,24
24,23
24,17
24,25
24,31
25,18
25,26
25,24
25,32
26,19
26,27
26,25
26,33
27,26
27,20
27,34
28,21
28,35
28,29
29,28
29,36
29,22
29,30
30,23
30,29
30,37
30,31
31,30
31,24
31,32
31,38
32,25
32,33
32,31
32,39
33,26
33,32
33,34
33,40
34,27
34,33
34,41
35,28
35,42
35,36
36,35
36,43
36,29
36,37
37,36
37,44
37,30
37,38
38,37
38,45
38,31
38,39
39,32
39,38
39,40
39,46
40,33
40,41
40,39
40,46
40,47
41,34
41,40
41,48
42,35
42,43
43,42
43,36
43,44
44,43
44,37
44,45
45,44
45,38
45,46
46,45
46,39
46,40
46,47
47,40
47,46
47,48
48,41
48,47
