(-2.63077,2.2492,-0.0,-0.467,-0.0,2.71613,-1.84537):(-2.81326,2.51173,-0.0,-0.07209,0.0,2.58384,-2.02787),(-2.35619,2.34738,0.0,-0.32734,0.0,2.67473,-1.5708),(-2.08162,2.2492,-0.0,-0.467,-0.0,2.71613,-1.29622),(-8.91388,2.74529,0.00013,0.80246,-5e-05,1.94288,-8.12858),(-9.15238,2.58672,9e-05,0.87046,-0.00011,1.7163,-8.36704),(-8.76215,2.5841,9e-05,0.86761,-0.00011,1.71645,-7.97682);
(-2.81326,2.51173,-0.0,-0.07209,0.0,2.58384,-2.02787):(-2.63077,2.2492,-0.0,-0.467,-0.0,2.71613,-1.84537),(-3.4501,2.52898,0.0,-0.04733,0.0,2.57632,-2.6647),(-2.35619,2.34738,0.0,-0.32734,0.0,2.67473,-1.5708),(-8.91388,2.74529,0.00013,0.80246,-5e-05,1.94288,-8.12858),(-9.15238,2.58672,9e-05,0.87046,-0.00011,1.7163,-8.36704),(-9.32593,2.64443,9e-05,0.94104,-0.00011,1.70342,-8.5406);
(-3.4501,2.52898,0.0,-0.04733,0.0,2.57632,-2.6647):(-2.81326,2.51173,-0.0,-0.07209,0.0,2.58384,-2.02787),(-3.63553,2.25453,0.0,-0.467,0.0,2.72148,-2.85014),(-3.91271,2.41819,-0.0,-0.21247,0.0,2.63068,-3.12731),(-3.65862,3.13483,0.0,0.59607,-0.0,2.5388,-2.87323),(-9.91864,2.76063,0.00013,0.81996,-5e-05,1.94063,-9.13334),(-9.68026,2.595,9e-05,0.88119,-0.00011,1.71378,-8.89493);
(-3.63553,2.25453,0.0,-0.467,0.0,2.72148,-2.85014):(-3.4501,2.52898,0.0,-0.04733,0.0,2.57632,-2.6647),(-3.91271,2.41819,-0.0,-0.21247,0.0,2.63068,-3.12731),(-3.65862,3.13483,0.0,0.59607,-0.0,2.5388,-2.87323),(-4.19203,2.25892,-0.0,-0.4669,-0.0,2.72578,-3.40664),(-3.90697,3.15822,2e-05,0.92392,-0.0,2.23435,-3.12159),(-9.91864,2.76063,0.00013,0.81996,-5e-05,1.94063,-9.13334);
(-2.35619,2.34738,0.0,-0.32734,0.0,2.67473,-1.5708):(-2.63077,2.2492,-0.0,-0.467,-0.0,2.71613,-1.84537),(-2.81326,2.51173,-0.0,-0.07209,0.0,2.58384,-2.02787),(-2.08162,2.2492,-0.0,-0.467,-0.0,2.71613,-1.29622),(-1.89913,2.51173,-0.0,-0.07209,-0.0,2.58384,-1.11373),(-8.91388,2.74529,0.00013,0.80246,-5e-05,1.94288,-8.12858),(-8.36473,2.74543,0.00013,0.80307,-5e-05,1.94233,-7.57943);
(-3.91271,2.41819,-0.0,-0.21247,0.0,2.63068,-3.12731):(-3.4501,2.52898,0.0,-0.04733,0.0,2.57632,-2.6647),(-3.63553,2.25453,0.0,-0.467,0.0,2.72148,-2.85014),(-4.19203,2.25892,-0.0,-0.4669,-0.0,2.72578,-3.40664),(-4.37722,2.5618,1e-05,-0.00109,-0.0,2.56287,-3.59183),(-3.90697,3.15822,2e-05,0.92392,-0.0,2.23435,-3.12159),(-9.91864,2.76063,0.00013,0.81996,-5e-05,1.94063,-9.13334),(-3.65862,3.13483,0.0,0.59607,-0.0,2.5388,-2.87323),(-10.32214,2.60867,9e-05,0.89805,-0.00011,1.71058,-9.53681);
(-2.08162,2.2492,-0.0,-0.467,-0.0,2.71613,-1.29622):(-2.63077,2.2492,-0.0,-0.467,-0.0,2.71613,-1.84537),(-2.35619,2.34738,0.0,-0.32734,0.0,2.67473,-1.5708),(-1.89913,2.51173,-0.0,-0.07209,-0.0,2.58384,-1.11373),(-1.66957,2.50213,2e-05,0.23419,0.0,2.26797,-0.88419),(-8.36473,2.74543,0.00013,0.80307,-5e-05,1.94233,-7.57943),(-8.51648,2.5841,9e-05,0.86761,-0.00011,1.71645,-7.73115);
(-3.65862,3.13483,0.0,0.59607,-0.0,2.5388,-2.87323):(-3.4501,2.52898,0.0,-0.04733,0.0,2.57632,-2.6647),(-3.63553,2.25453,0.0,-0.467,0.0,2.72148,-2.85014),(-3.91271,2.41819,-0.0,-0.21247,0.0,2.63068,-3.12731),(-4.1483,3.14355,1e-05,0.60229,-0.0,2.54129,-3.36291),(-3.90697,3.15822,2e-05,0.92392,-0.0,2.23435,-3.12159),(-2.80057,3.65106,2e-05,1.17767,0.0,2.47335,-2.01518),(-3.42409,3.65835,2e-05,1.17904,-0.0,2.47936,-2.63871);
(-4.19203,2.25892,-0.0,-0.4669,-0.0,2.72578,-3.40664):(-3.63553,2.25453,0.0,-0.467,0.0,2.72148,-2.85014),(-3.91271,2.41819,-0.0,-0.21247,0.0,2.63068,-3.12731),(-4.37722,2.5618,1e-05,-0.00109,-0.0,2.56287,-3.59183),(-3.90697,3.15822,2e-05,0.92392,-0.0,2.23435,-3.12159),(-4.61181,2.54277,2e-05,0.28836,-0.0,2.25444,-3.82643),(-10.47513,2.77284,0.00013,0.83339,-6e-05,1.93941,-9.68984);
(-1.89913,2.51173,-0.0,-0.07209,-0.0,2.58384,-1.11373):(-2.35619,2.34738,0.0,-0.32734,0.0,2.67473,-1.5708),(-2.08162,2.2492,-0.0,-0.467,-0.0,2.71613,-1.29622),(-7.54548,2.52865,2e-05,-0.04796,0.0,2.57663,-6.7601),(-1.66957,2.50213,2e-05,0.23419,0.0,2.26797,-0.88419),(-1.72448,3.14248,2e-05,0.91196,0.0,2.23056,-0.93911),(-8.36473,2.74543,0.00013,0.80307,-5e-05,1.94233,-7.57943);
